cardname,cardq,cardid,cardrarity,cardcondition,card_edition,cardset,cardcode
Trident Warrior,3,20474741,Common,M,Unlimited,Starter Deck: Dawn of the Xyz,YS11-EN019
Trifortressops,3,12275533,Common,M,Unlimited,Structure Deck: Dinosmasher's Fury,SR04-EN017
Triggered Summon,3,96148285,Common,M,Unlimited,Duelist Pack 7: Jesse Anderson,DP07-EN021
Trigon,3,48568432,Common,M,Unlimited,The Shining Darkness,TSHD-EN031
Triple Burst Dragon,3,49725936,Common,M,Unlimited,Structure Deck: Rokket Revolt,SDRR-EN045
Tripod Fish,3,61254509,Common,M,Unlimited,Abyss Rising,ABYR-EN006
"Tristan, Knight of the Underworld",3,96163807,Common,M,Unlimited,Structure Deck: Zombie Horde,SR07-EN011
Trojan Gladiator Beast,3,76384284,Common,M,Unlimited,Crimson Crisis,CRMS-EN078
Troop Dragon,3,55013285,Common,M,Unlimited,Dark Beginning 2,DB2-EN157
Truckroid,3,61538782,Common,M,Unlimited,Gladiator's Assault,GLAS-EN014
True Draco Apocalypse,3,61529473,Common,M,Unlimited,Maximum Crisis,MACR-EN070
True Draco Heritage,3,49430782,Common,M,Unlimited,OTS Tournament Pack 11,OP11-EN020
"True King Agnimazud, the Vanisher",3,96746083,Common,M,Unlimited,Structure Deck: Soulburner,SDSB-EN014
True King's Return,3,35125879,Common,M,Unlimited,OTS Tournament Pack 11,OP11-EN025
Tsukuyomi,3,34853266,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN237
Tune Warrior,3,74093656,Common,M,Unlimited,Starter Deck: Duelist Toolbox,5DS3-EN003
Tuned Magician,3,47459126,Common,M,Unlimited,Stardust Overdrive,SOVR-EN029
Tuner Capture,3,50951359,Common,M,Unlimited,Raging Battle,RGBT-EN065
Tuning,3,96363153,Common,M,Unlimited,Legendary Duelists: Magical Hero,LED6-EN033
Tuningware,3,92676637,Common,M,Unlimited,Structure Deck: Synchron Extreme,SDSE-EN015
Turbo Booster,3,60187739,Common,M,Unlimited,Duelist Pack 8: Yusei Fudo,DP08-EN003
Turbo Synchron,3,67270095,Common,M,Unlimited,Structure Deck: Synchron Extreme,SDSE-EN007
Turbo Warrior,3,46195773,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN033
Turnabout,3,74611888,Common,M,Unlimited,Return of the Duelist,REDU-EN075
Turning of the World,3,95612049,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN058
Turret Warrior,3,88559132,Common,M,Unlimited,Starter Deck: Duelist Toolbox,5DS3-EN015
Turtle Bird,3,72929454,Common,M,Unlimited,McDonald's Promo,MP1-014
Turu-Purun,3,59053232,Common,M,Unlimited,Tournament Pack 2,TP2-017
Tutan Mask,3,3149764,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN218
Twilight Cloth,3,83747250,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN083
"Twilight Ninja Getsuga, the Shogun",3,76930964,Common,M,Unlimited,OTS Tournament Pack 8,OP08-EN017
"Twilight Ninja Nichirin, the Chunin",3,40945356,Common,M,Unlimited,Breakers of Shadow,BOSH-EN016
Twilight Ninja Shingetsu,3,14541657,Common,M,Unlimited,Breakers of Shadow,BOSH-EN015
Twilight Rose Knight,3,2986553,Common,M,Unlimited,Legendary Duelists: Season 2,LDS2-EN096
Twilight Twin Dragons,3,60431417,Common,M,Unlimited,Code of the Duelist,COTD-EN060
Twin Photon Lizard,3,29455728,Common,M,Unlimited,Star Pack 2014,SP14-EN020
Twin Swords of Flashing Light - Tryce,3,21900719,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN141
Twin Triangle Dragon,3,66015185,Starfoil Rare,M,Unlimited,Star Pack VRAINS,SP18-EN036
Twin Twisters,3,43898403,Common,M,Unlimited,Structure Deck: Dinosmasher's Fury,SR04-EN024
Twin-Barrel Dragon,3,70050374,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN154
Twin-Headed Behemoth,3,43586926,Common,M,Unlimited,Speed Duel Decks: Duelists of Tomorrow,SS02-ENA06
Twin-Headed Thunder Dragon,3,54752875,Common,M,Unlimited,Dark Beginning 2,DB2-EN069
Twin-Headed Wolf,3,88132637,Common,M,Unlimited,Dark Beginning 2,DB2-EN130
Twin-Shield Defender,3,24025620,Common,M,Unlimited,The Duelist Genesis,TDGS-EN011
Twin-Sword Marauder,3,40225398,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN079
Twister,3,45939841,Common,M,Unlimited,5D's Starter Deck 2009,5DS2-EN028
Two Thousand Needles,3,83228073,Common,M,Unlimited,Ancient Sanctuary,AST-027
Two Toads with One Sting,3,6203182,Common,M,Unlimited,Dawn of Majesty,DAMA-EN097
Two-for-One Team,3,89928517,Short Print,M,Unlimited,Soul Fusion,SOFU-EN032
Two-Headed King Rex,3,94119974,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN140
Two-Man Cell Battle,3,25578802,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN045
Two-Pronged Attack,3,83887306,Common,M,Unlimited,Starter Deck: Yugi,SDY-028
Type Zero Magic Crusher,3,21237481,Common,M,Unlimited,Dark Beginning 1,DB1-EN188
Typhoon,3,14883228,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN235
Tyr of the Nordic Champions,3,2333365,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENB12
Tyranno Infinity,3,83235263,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN153
Tyrant Burst Dragon,3,58293343,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA38
Tyrant Dino Fusion,3,15543940,Common,M,Unlimited,Dark Neostorm,DANE-EN053
Tyrant Dragon,3,94568601,Common,M,Unlimited,Speed Duel Decks: Duelists of Tomorrow,SS02-ENA07
Tyrant Farm,3,90814668,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN199
Tyrant Wing,3,57470761,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA33
Tyrant's Tantrum,3,38318146,Common,M,Unlimited,Extreme Victory,EXVC-EN075
Tyrant's Tirade,3,76721030,Common,M,Unlimited,Storm of Ragnarok,STOR-EN078
Tyrant's Tummyache,3,48357738,Common,M,Unlimited,Generation Force,GENF-EN077
"Tytannial, Princess of Camellias",3,11819616,Common,M,Unlimited,Astral Pack 4,AP04-EN019
U.A. Dreadnought Dunker,3,71279983,Common,M,Unlimited,Crossed Souls,CROS-EN086
U.A. Libero Spiker,3,11637481,Common,M,Unlimited,Phantom Rage,PHRA-EN018
U.A. Locker Room,3,49936169,Common,M,Unlimited,Phantom Rage,PHRA-EN062
U.A. Man of the Match,3,48636108,Common,M,Unlimited,Phantom Rage,PHRA-EN076
U.A. Penalty Box,3,70043345,Common,M,Unlimited,Crossed Souls,CROS-EN089
U.A. Player Manager,3,47021196,Common,M,Unlimited,Phantom Rage,PHRA-EN019
U.A. Powered Jersey,3,35884610,Common,M,Unlimited,The New Challengers,NECH-EN089
U.A. Rival Rebounder,3,17264592,Common,M,Unlimited,Crossed Souls,CROS-EN087
U.A. Signing Deal,3,43658697,Common,M,Unlimited,Crossed Souls,CROS-EN088
U.A. Stadium,3,19814508,Common,M,Unlimited,Duelist Alliance,DUEA-EN089
UFO Turtle,3,60806437,Common,M,Unlimited,Structure Deck: Blaze of Destruction,SD3-EN004
UFOroid,3,7602840,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN010
Ultimate Ancient Gear Golem,3,12652643,Common,M,Unlimited,Legendary Duelists: Season 1,LDS1-EN087
Ultimate Baseball Kid,3,67934141,Common,M,Unlimited,Structure Deck: Blaze of Destruction,SD3-EN009
Ultimate Obedient Fiend,3,32240937,Common,M,Unlimited,Magician's Force,MFC-082
Ultimate Offering,0,80604092,Common,M,Unlimited,Starter Deck: Yugi,SDY-050
Ultimate Providence,3,38891741,Common,M,Unlimited,Structure Deck: Wave of Light,SR05-EN038
Ultimate Tyranno,3,15894048,Common,M,Unlimited,Structure Deck: Dinosaur's Rage,SD09-EN014
Ultimaya Tzolkin,3,1686814,Common,M,Unlimited,OTS Tournament Pack 13,OP13-EN018
Ultra Evolution Pill,3,22431243,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN160
Umbral Horror Ghost,3,59708927,Common,M,Unlimited,Primal Origin,PRIO-EN010
Umbral Horror Ghoul,3,7152333,Common,M,Unlimited,Judgment of the Light,JOTL-EN012
Umbral Horror Unform,3,33551032,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN067
Umbral Horror Will o' the Wisp,3,70546737,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN068
Umbral Soul,3,86229493,Common,M,Unlimited,Strike of Neos,STON-EN030
Umi,3,22702055,Common,M,Unlimited,Speed Duel: Attack from the Deep,SBAD-EN031
Umiiruka,3,82999629,Common,M,Unlimited,Dark Beginning 1,DB1-EN060
Uminotaurus,3,30464153,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN101
Unauthorized Bootup Device,3,81951640,Common,M,Unlimited,Rise of the Duelist,ROTD-EN027
Unbreakable Spirit,3,88494120,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN234
Unchained Twins - Aruha,3,26236560,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN152
Unchained Twins - Rakea,3,53624265,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN153
Unchained Twins - Sarama,3,31588572,Common,M,Unlimited,Eternity Code,ETCO-EN029
Undaunted Bumpkin Beast,3,8700633,Common,M,Unlimited,Burst of Destiny,BODE-EN033
Underclock Taker,3,77058170,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN196
Underworld Egg Clutch,3,51324455,Common,M,Unlimited,Generation Force,GENF-EN068
Unending Nightmare,3,69452756,Common,M,Unlimited,Structure Deck: Shaddoll Showdown,SDSH-EN038
Unexpected Dai,3,911883,Common,M,Unlimited,Structure Deck: Dinosmasher's Fury,SR04-EN028
Uni-Horned Familiar,3,22318971,Common,M,Unlimited,Duelist Revolution,DREV-EN009
Uni-Song Tuning,3,12743620,Common,M,Unlimited,Savage Strike,SAST-EN066
Uni-Zombie,3,49959355,Common,M,Unlimited,Structure Deck: Zombie Horde,SR07-EN019
Unicycular,3,57308711,Common,M,Unlimited,Absolute Powerforce,ABPF-EN001
Unification,3,95352218,Common,M,Unlimited,Abyss Rising,ABYR-EN079
Unified Front,3,31472884,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN115
"Uniflora, Mystical Beast of the Forest",3,36318200,Common,M,Unlimited,Return of the Duelist,REDU-EN031
Unifrog,3,56052205,Common,M,Unlimited,Light of Destruction,LODT-EN029
Union Attack,3,60399954,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN083
Union Hangar,3,66399653,Common,M,Unlimited,Structure Deck: Seto Kaiba,SDKS-EN020
Union Rider,3,11743119,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN073
Union Scramble,3,39778366,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN082
United Resistance,3,85936485,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN058
United We Stand,3,56747793,Common,M,Unlimited,Duel Terminal 3,DT03-EN092
Universal Adapter,3,53077251,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN079
Unknown Synchron,3,15310033,Common,M,Unlimited,Legendary Duelists: Synchro Storm,LED8-EN049
Unknown Warrior of Fiend,3,97360116,Common,M,Unlimited,Starter Deck: Kaiba,SDK-017
Unleash Your Power!,3,73567374,Common,M,Unlimited,Structure Deck: Warriors' Strike,SDWS-EN031
Unmasked Dragon,3,24218047,Common,M,Unlimited,Egyptian God Deck: Obelisk the Tormentor,EGO1-EN016
Unpossessed,3,25704359,Common,M,Unlimited,Secrets of Eternity,SECE-EN076
Unshaven Angler,3,92084010,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN028
Unstable Evolution,3,62991886,Common,M,Unlimited,5D's Starter Deck 2009,5DS2-EN030
Until Noble Arms are Needed Once Again,3,87800375,Common,M,Unlimited,Soul Fusion,SOFU-EN091
Update Jammer,3,88093706,Common,M,Unlimited,Savage Strike,SAST-EN045
Upstart Goblin,1,70368879,Common,M,Unlimited,Retro Pack 1,RP01-EN056
Upstart Golden Ninja,3,58911105,Common,M,Unlimited,Order of Chaos,ORCS-EN031
Uraby,3,1784619,Common,M,Unlimited,Starter Deck: Kaiba,SDK-010
Urgent Synthesis,3,99002135,Common,M,Unlimited,Raging Battle,RGBT-EN057
Urgent Tuning,3,94634433,Common,M,Unlimited,Star Pack - Battle Royal,SP17-EN049
Ursarctic Drytron,3,89771220,Common,M,Unlimited,Burst of Destiny,BODE-EN066
Ushi Oni,3,48649353,Common,M,Unlimited,McDonald's Promo,MP1-013
Utopian Aura,3,59070329,Common,M,Unlimited,Generation Force,GENF-EN074
V-Tiger Jet,3,51638941,Common,M,Unlimited,Duelist Pack 2: Chazz Princeton,DP2-EN001
Vain Betrayer,3,94933468,Common,M,Unlimited,Judgment of the Light,JOTL-EN073
"Valerifawn, Mystical Beast of the Forest",3,24096499,Common,M,Unlimited,The New Challengers,NECH-EN038
"Valhalla, Hall of the Fallen",3,1353770,Common,M,Unlimited,Structure Deck: Lost Sanctuary,SDLS-EN024
Valkyrian Knight,3,99348756,Common,M,Unlimited,Legendary Decks II,LDK2-ENJ21
Valkyrie Chariot,3,19190082,Common,M,Unlimited,Dark Neostorm,DANE-EN088
Valkyrie Funfte,3,46701379,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN088
Valkyrie of the Nordic Ascendant,3,40844552,Common,M,Unlimited,Star Pack 2014,SP14-EN047
Valkyrion the Magna Warrior,3,75347539,Common,M,Unlimited,Speed Duel: Battle City Box,SBCB-EN022
Vampire Awakening,3,31189536,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN242
Vampire Baby,3,56387350,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN186
Vampire Domination,3,68688135,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN243
Vampire Dragon,3,36352429,Common,M,Unlimited,Astral Pack 3,AP03-EN020
Vampire Familiar,3,34250214,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN233
Vampire Genesis,3,22056710,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN198
Vampire Grace,3,40607210,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN153
Vampire Grimson,3,33438666,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN236
Vampire Kingdom,3,62188962,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN171
Vampire Lady,3,26495087,Common,M,Unlimited,Structure Deck: Zombie Madness,SD2-EN010
Vampire Lord,3,53839837,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN191
Vampire Red Baron,3,6917479,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN238
Vampire Retainer,3,70645913,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN234
Vampire Scarlet Scourge,3,79523365,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN237
Vampire's Curse,3,34294855,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN204
Vampire's Desire,3,69700783,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN240
Vampire's Domain,3,5795882,Common,M,Unlimited,OTS Tournament Pack 15,OP15-EN024
Vampiric Koala,3,1371589,Common,M,Unlimited,Order of Chaos,ORCS-EN093
Vampiric Orchis,3,46571052,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN069
Van'Dalgyon the Dark Dragon Lord,3,24857466,Common,M,Unlimited,Astral Pack 6,AP06-EN019
Vanadis of the Nordic Ascendant,3,61777313,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENB11
Vanguard of the Dragon,3,77135531,Common,M,Unlimited,Starter Deck: Kaiba Reloaded,YSKR-EN025
Vanity's Call,3,24838456,Common,M,Unlimited,Cyberdark Impact,CDIP-EN059
Vanity's Emptiness,0,5851097,Common,M,Unlimited,Starstrike Blast,STBL-EN076
Vanity's Fiend,3,47084486,Common,M,Unlimited,Astral Pack 6,AP06-EN018
Vanity's Ruler,3,72634965,Common,M,Unlimited,Champion Pack 8,CP08-EN018
Vanquishing Light,3,32233746,Common,M,Unlimited,Structure Deck: Realm of Light,SDLI-EN032
Variable Form,3,64038662,Common,M,Unlimited,Order of Chaos,ORCS-EN071
Variety Comes Out,3,65196094,Common,M,Unlimited,Absolute Powerforce,ABPF-EN046
Vehicroid Connection Zone,3,23299957,Common,M,Unlimited,Power of the Duelist,POTD-EN040
Veil of Darkness,3,90434926,Common,M,Unlimited,Speed Duel: Arena of Lost Souls,SBLS-EN023
Vendread Anima,3,70491682,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN056
Vendread Daybreak,3,60375194,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN059
Vendread Nightmare,3,33971095,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN058
Vendread Revenants,3,31772684,Common,M,Unlimited,Code of the Duelist,COTD-EN083
Vendread Striges,3,49477180,Common,M,Unlimited,Circuit Break,CIBR-EN083
Vengeful Bog Spirit,3,95220856,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN125
Vengeful Servant,3,21702241,Common,M,Unlimited,Crimson Crisis,CRMS-EN046
Vengeful Shinobi,3,26046205,Common,M,Unlimited,Starter Deck: Dawn of the Xyz,YS11-EN017
Vennominon the King of Poisonous Snakes,3,72677437,Common,M,Unlimited,Ra Yellow Mega Pack,RYMP-EN069
"Vennu, Bright Bird of Divinity",3,10441498,Common,M,Unlimited,Maximum Crisis,MACR-EN097
Venom Boa,3,9284723,Common,M,Unlimited,Tactical Evolution,TAEV-EN016
Venom Burn,3,4466015,Common,M,Unlimited,Tactical Evolution,TAEV-EN071
Venom Cobra,3,22499463,Common,M,Unlimited,Tactical Evolution,TAEV-EN005
Venom Serpent,3,36278828,Common,M,Unlimited,Tactical Evolution,TAEV-EN017
Venom Shot,3,60728397,Common,M,Unlimited,Tactical Evolution,TAEV-EN053
Venom Snake,3,73899015,Common,M,Unlimited,Tactical Evolution,TAEV-EN015
Venom Swamp,3,54306223,Common,M,Unlimited,Tactical Evolution,TAEV-EN051
"Ventdra, the Empowered Warrior",3,93298460,Common,M,Unlimited,Super Starter: Space-Time Showdown,YS14-EN012
Verdant Sanctuary,3,80402389,Common,M,Unlimited,Speed Duel Decks: Ultimate Predators,SS03-ENB18
Vermillion Sparrow,3,35752363,Common,M,Unlimited,Astral Pack 8,AP08-EN021
Versago the Destroyer,3,50259460,Common,M,Unlimited,Gold Series 4: Pyramids Edition,GLD4-EN006
Vertical Landing,3,904185,Common,M,Unlimited,2014 Mega-Tin Mega Pack,MP14-EN103
Vessel for the Dragon Cycle,3,65124425,Common,M,Unlimited,2020 Tin of Lost Memories Mega Pack,MP20-EN131
Vice Berserker,3,43014054,Common,M,Unlimited,Starstrike Blast,STBL-EN008
Vice Dragon,3,54343893,Common,M,Unlimited,Structure Deck: Dragons Collide,SDDC-EN009
Vicious Claw,3,75524092,Common,M,Unlimited,Phantom Darkness,PTDN-EN047
Victoria,3,75162696,Common,M,Unlimited,Structure Deck: Lost Sanctuary,SDLS-EN011
Victory Viper XX03,3,93130021,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN021
Vilepawn Archfiend,3,73219648,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN229
Violent Rain,3,94042337,Common,M,Unlimited,Tournament Pack 8,TP8-EN015
Violet Crystal,3,15052462,Common,M,Unlimited,Speed Duel: Arena of Lost Souls,SBLS-EN035
Viper's Rebirth,3,64973456,Common,M,Unlimited,Absolute Powerforce,ABPF-EN049
Virtual World Gate - Qinglong,3,50275295,Common,M,Unlimited,Phantom Rage,PHRA-EN056
Virtual World Gate - Xuanwu,3,18249921,Common,M,Unlimited,Blazing Vortex,BLVO-EN075
Virtual World Kirin - Lili,3,49966326,Common,M,Unlimited,Phantom Rage,PHRA-EN013
Virtual World Shell - Jaja,3,90664857,Common,M,Unlimited,Phantom Rage,PHRA-EN042
Virtual World Xiezhi - Jiji,3,12571621,Common,M,Unlimited,Phantom Rage,PHRA-EN012
Viser Des,3,56043447,Common,M,Unlimited,Structure Deck: Marik,SDMA-EN003
Void Feast,3,31548814,Common,M,Unlimited,Raging Tempest,RATE-EN076
Void Ogre Dragon,3,81020646,Common,M,Unlimited,OTS Tournament Pack 14,OP14-EN018
Volcanic Blaster,3,81020140,Common,M,Unlimited,Force of the Breaker,FOTB-EN011
Volcanic Counter,3,66436257,Common,M,Unlimited,Structure Deck: Onslaught of the Fire Kings,SDOK-EN014
Volcanic Eruption,3,42175079,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN168
Volcanic Hammerer,3,54514594,Common,M,Unlimited,Force of the Breaker,FOTB-EN013
Volcanic Queen,3,63014935,Common,M,Unlimited,Light of Destruction,LODT-EN005
Volcanic Rat,3,33112041,Common,M,Unlimited,Tactical Evolution,TAEV-EN002
Volcanic Recharge,3,33725271,Common,M,Unlimited,Force of the Breaker,FOTB-EN049
Volcanic Rocket,3,76459806,Common,M,Unlimited,Structure Deck: Onslaught of the Fire Kings,SDOK-EN013
Volcanic Scattershot,3,69750546,Common,M,Unlimited,Astral Pack 7,AP07-EN017
Volcanic Shell,3,33365932,Common,M,Unlimited,Gold Series 2009,GLD2-EN024
Voltester,3,18585765,Common,M,Unlimited,Rising Rampage,RIRA-EN031
Voltic Kong,3,93151201,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN144
Vorse Raider,3,14898066,Common,M,Unlimited,Legendary Decks II,LDK2-ENK11
Vortex Trooper,3,7736719,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN199
Vorticular Drumgon,3,739444,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN104
VW-Tiger Catapult,3,58859575,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN090
VWXYZ-Dragon Catapult Cannon,3,84243274,Common,M,Unlimited,Legendary Duelists: Ancient Millennium,LED2-EN028
Vylon Charger,3,13220032,Common,M,Unlimited,Duel Terminal 5,DT05-EN032
Vylon Component,3,55046718,Common,M,Unlimited,Duel Terminal 6,DT06-EN043
Vylon Element,3,92035412,Common,M,Unlimited,Duel Terminal 6,DT06-EN044
Vylon Filament,3,90592429,Common,M,Unlimited,Generation Force,GENF-EN057
Vylon Matter,3,41858121,Common,M,Unlimited,Storm of Ragnarok,STOR-EN060
Vylon Ohm,3,5237827,Common,M,Unlimited,Photon Shockwave,PHSW-EN091
Vylon Pentachloro,3,47228077,Common,M,Unlimited,Duel Terminal 6,DT06-EN073
Vylon Prism,3,74064212,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN108
Vylon Segment,3,1644289,Common,M,Unlimited,Duel Terminal 6,DT06-EN095
Vylon Soldier,3,40619741,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN097
Vylon Stella,3,38679204,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN107
Vylon Tesseract,3,84313685,Common,M,Unlimited,Duel Terminal 6,DT06-EN074
Vylon Tetra,3,1281505,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN106
Vylon Vanguard,3,87836938,Common,M,Unlimited,Duel Terminal 5,DT05-EN031
